"","Zipcode","AGI_bin","Returns","AGI","Tot_income","mean_agi","mean_total"
"10190",14174,"",2900,226765,230060,78.1948275862069,79.3310344827586
"10198",14201,"",4800,197867,200066,41.2222916666667,41.6804166666667
"10206",14202,"",1770,399858,404774,225.908474576271,228.685875706215
"10214",14203,"",900,57777,58242,64.1966666666667,64.7133333333333
"10222",14204,"",3530,125877,126626,35.6592067988669,35.871388101983
"10230",14206,"",9240,343678,345950,37.1945887445887,37.4404761904762
"10238",14207,"",10060,300995,303051,29.9199801192843,30.1243538767396
"10246",14208,"",3860,119839,120465,31.0463730569948,31.2085492227979
"10254",14209,"",3470,284589,289730,82.014121037464,83.4956772334294
"10262",14210,"",6430,231603,233135,36.0191290824261,36.2573872472784
"10270",14211,"",8890,238457,239896,26.8230596175478,26.9849268841395
"10278",14212,"",4490,134661,135521,29.9913140311804,30.18285077951
"10286",14213,"",9540,327664,331570,34.3463312368973,34.7557651991614
"10294",14214,"",7860,458113,465443,58.284096692112,59.2166666666667
"10302",14215,"",16620,542376,545594,32.6339350180505,32.8275571600481
"10310",14216,"",11310,761852,772621,67.3609195402299,68.3130857648099
"10318",14217,"",11720,662261,670396,56.5069112627986,57.201023890785
"10326",14218,"",8910,363305,366098,40.7749719416386,41.0884399551066
"10334",14219,"",6100,303859,306177,49.8129508196721,50.1929508196721
"10342",14220,"",11770,572278,576685,48.6217502124044,48.9961767204758
"10350",14221,"",27790,2812929,2860486,101.220906801008,102.932205829435
"10358",14222,"",5970,586316,597783,98.2103852596315,100.131155778894
"10366",14223,"",12330,731279,739058,59.3089213300892,59.9398215733982
"10374",14224,"",21860,1367150,1380417,62.5411710887466,63.1480786825252
"10382",14225,"",17930,842810,849766,47.005577244841,47.3935303959844
"10390",14226,"",14740,1209258,1229851,82.0392130257802,83.4362957937585
"10398",14227,"",12150,627283,631807,51.6282304526749,52.0005761316872
"10406",14228,"",9780,667543,676797,68.2559304703476,69.2021472392638
"10414",14301,"",4900,150584,151577,30.7314285714286,30.9340816326531
"10422",14303,"",2420,74551,74856,30.8061983471074,30.9322314049587
"10430",14304,"",15110,765185,771525,50.6409662475182,51.0605559232296
"10438",14305,"",7270,318410,320685,43.7977991746905,44.1107290233838
"10446",14411,"",5320,251622,254023,47.2973684210526,47.7486842105263
"10454",14414,"",3410,210713,212871,61.7926686217009,62.4255131964809
"10462",14416,"",1880,112191,113425,59.6760638297872,60.3324468085106
"10470",14418,"",530,28687,28924,54.1264150943396,54.5735849056604
"10478",14420,"",8110,489500,494911,60.3575832305795,61.024784217016
"10486",14422,"",1050,62406,63117,59.4342857142857,60.1114285714286
"10494",14423,"",2350,135560,136862,57.6851063829787,58.2391489361702
"10502",14424,"",14050,1033395,1046904,73.5512455516014,74.5127402135231
"10510",14425,"",6390,401229,405605,62.7901408450704,63.4749608763693
"10518",14427,"",940,47808,48219,50.8595744680851,51.2968085106383
"10526",14428,"",4520,298014,301096,65.9323008849558,66.6141592920354
"10534",14432,"",2590,142801,144197,55.1355212355212,55.6745173745174
"10542",14433,"",2020,100008,100939,49.5089108910891,49.969801980198
"10550",14435,"",1440,100076,101535,69.4972222222222,70.5104166666667
"10558",14437,"",4330,224265,226515,51.7933025404157,52.3129330254042
"10566",14441,"",160,7667,7703,47.91875,48.14375
"10574",14445,"",3980,191488,193838,48.1125628140704,48.7030150753769
"10582",14450,"",22050,2034163,2065117,92.2522902494331,93.6560997732426
"10590",14454,"",3160,235301,238514,74.4623417721519,75.4791139240506
"10598",14456,"",8860,465244,471020,52.5106094808126,53.1625282167043
"10606",14462,"",280,15841,15938,56.575,56.9214285714286
"10614",14464,"",3490,184493,186027,52.863323782235,53.3028653295129
"10622",14466,"",840,48691,49114,57.9654761904762,58.4690476190476
"10630",14467,"",4910,300118,303330,61.1238289205703,61.7780040733198
"10638",14468,"",9560,702736,709573,73.507949790795,74.2231171548117
"10646",14469,"",2920,192789,195305,66.0236301369863,66.8852739726027
"10654",14470,"",3800,192416,194029,50.6357894736842,51.0602631578947
"10662",14471,"",1340,80153,81090,59.815671641791,60.5149253731343
"10670",14472,"",4430,502703,511967,113.4769751693,115.568171557562
"10678",14475,"",200,16698,16838,83.49,84.19
"10686",14476,"",1100,58876,59343,53.5236363636364,53.9481818181818
"10694",14477,"",730,40337,40656,55.2561643835616,55.6931506849315
"10702",14478,"",440,35214,35700,80.0318181818182,81.1363636363636
"10710",14480,"",440,26130,26305,59.3863636363636,59.7840909090909
"10718",14481,"",890,48383,48905,54.3629213483146,54.9494382022472
"10726",14482,"",4080,234665,237194,57.515931372549,58.1357843137255
"10734",14485,"",2010,120611,122298,60.0054726368159,60.844776119403
"10742",14486,"",160,9131,9184,57.06875,57.4
"10750",14487,"",2980,197826,200138,66.3845637583893,67.1604026845638
"10758",14489,"",3200,148881,149902,46.5253125,46.844375
"10766",14502,"",5220,361146,365205,69.1850574712644,69.9626436781609
"10774",14504,"",890,39978,40223,44.9191011235955,45.1943820224719
"10782",14505,"",2540,139743,141383,55.0169291338583,55.6625984251968
"10790",14506,"",640,81584,82887,127.475,129.5109375
"10798",14507,"",630,34066,34486,54.0730158730159,54.7396825396825
"10806",14510,"",2160,101737,102395,47.100462962963,47.4050925925926
"10814",14512,"",2230,136227,138389,61.0883408071749,62.0578475336323
"10822",14513,"",6450,305058,307656,47.2958139534884,47.6986046511628
"10830",14514,"",3110,197076,198761,63.3684887459807,63.9102893890675
"10838",14516,"",1010,58886,59412,58.3029702970297,58.8237623762376
"10846",14517,"",1280,65400,66038,51.09375,51.5921875
"10854",14519,"",6160,432063,436601,70.1400974025974,70.8767857142857
"10862",14521,"",1250,66512,67049,53.2096,53.6392
"10870",14522,"",4480,242465,245195,54.1216517857143,54.7310267857143
"10878",14525,"",1290,68960,69960,53.4573643410853,54.2325581395349
"10886",14526,"",10800,981179,996629,90.8499074074074,92.280462962963
"10894",14527,"",5780,329785,333889,57.0562283737024,57.7662629757785
"10902",14530,"",2440,132274,133583,54.2106557377049,54.747131147541
"10910",14532,"",2180,118282,119661,54.2577981651376,54.8903669724771
"10918",14533,"",760,41393,41810,54.4644736842105,55.0131578947368
"10926",14534,"",16340,2633429,2682391,161.164565483476,164.161015911873
"10934",14536,"",300,15856,15968,52.8533333333333,53.2266666666667
"10942",14541,"",1050,61625,62410,58.6904761904762,59.4380952380952
"10950",14543,"",1700,137290,139155,80.7588235294118,81.8558823529412
"10958",14544,"",890,55211,56098,62.0348314606742,63.0314606741573
"10966",14546,"",2530,178917,180934,70.7181818181818,71.5154150197628
"10974",14548,"",1940,101149,102112,52.1386597938144,52.6350515463918
"10982",14550,"",750,36835,37092,49.1133333333333,49.456
"10990",14551,"",2500,120220,121857,48.088,48.7428
"10998",14555,"",450,30925,31255,68.7222222222222,69.4555555555555
"11006",14559,"",9280,661205,668891,71.2505387931034,72.0787715517241
"11014",14560,"",990,57409,57970,57.9888888888889,58.5555555555556
"11022",14561,"",1350,74464,75402,55.1585185185185,55.8533333333333
"11030",14564,"",8170,1012383,1028135,123.914687882497,125.842717258262
"11038",14568,"",3080,203038,205168,65.9214285714286,66.612987012987
"11046",14569,"",2910,154775,156882,53.1872852233677,53.9113402061856
"11054",14571,"",630,35520,35961,56.3809523809524,57.0809523809524
"11062",14572,"",2250,114627,115580,50.9453333333333,51.3688888888889
"11070",14580,"",28160,2295401,2327317,81.5128196022727,82.6462002840909
"11078",14585,"",140,6466,6466,46.1857142857143,46.1857142857143
"11086",14586,"",5660,374212,377704,66.1151943462898,66.7321554770318
"11094",14589,"",3760,228836,231710,60.8606382978723,61.625
"11102",14590,"",2230,112717,113767,50.5457399103139,51.0165919282511
"11110",14591,"",800,43822,44461,54.7775,55.57625
"11118",14604,"",1190,84149,85155,70.7134453781513,71.5588235294118
"11126",14605,"",4170,109008,109581,26.1410071942446,26.2784172661871
"11134",14606,"",13310,541712,546044,40.6996243425995,41.0250939143501
"11142",14607,"",8160,454033,461670,55.6412990196078,56.5772058823529
"11150",14608,"",4760,147423,148835,30.971218487395,31.2678571428571
"11158",14609,"",20150,853235,862261,42.3441687344913,42.7921091811414
"11166",14610,"",7610,782021,797102,102.762286465177,104.744021024967
"11174",14611,"",6570,177156,178145,26.9643835616438,27.1149162861492
"11182",14612,"",18100,1113334,1125442,61.5101657458564,62.1791160220994
"11190",14613,"",5710,167056,168181,29.2567425569177,29.453765323993
"11198",14614,"",280,28599,29170,102.139285714286,104.178571428571
"11206",14615,"",7970,310949,313162,39.0149309912171,39.2925972396487
"11214",14616,"",14850,687156,693158,46.2731313131313,46.6773063973064
"11222",14617,"",12310,798732,809492,64.8848090982941,65.7588952071487
"11230",14618,"",10650,1353602,1380660,127.098779342723,129.639436619718
"11238",14619,"",6480,232828,234541,35.9302469135802,36.1945987654321
"11246",14620,"",10670,569980,577935,53.41893158388,54.1644798500469
"11254",14621,"",12500,340276,342144,27.22208,27.37152
"11262",14622,"",6720,371464,376021,55.277380952381,55.955505952381
"11270",14623,"",9770,479960,484369,49.1258955987717,49.5771750255885
"11278",14624,"",20020,1248438,1260489,62.3595404595405,62.9614885114885
"11286",14625,"",5710,480750,488304,84.1943957968476,85.5173380035026
"11294",14626,"",16020,980372,990769,61.1967540574282,61.8457553058677
"11302",14701,"",16120,739529,747973,45.8764888337469,46.4003101736973
"11310",14706,"",2770,182062,184269,65.7263537906137,66.5231046931408
"11318",14709,"",680,32002,32248,47.0617647058824,47.4235294117647
"11326",14710,"",1590,88863,89822,55.888679245283,56.4918238993711
"11334",14711,"",710,33489,33713,47.1676056338028,47.4830985915493
"11342",14712,"",1550,116712,118621,75.298064516129,76.5296774193548
"11350",14714,"",160,8574,8604,53.5875,53.775
"11358",14715,"",1090,48749,49327,44.7238532110092,45.254128440367
"11366",14716,"",990,40561,40934,40.9707070707071,41.3474747474747
"11374",14717,"",280,12633,12752,45.1178571428571,45.5428571428571
"11382",14718,"",880,44756,45199,50.8590909090909,51.3625
"11390",14719,"",1420,68342,68798,48.1281690140845,48.4492957746479
"11398",14721,"",100,4281,4281,42.81,42.81
"11406",14723,"",520,25266,25414,48.5884615384615,48.8730769230769
"11414",14724,"",1050,53484,54366,50.9371428571429,51.7771428571429
"11422",14726,"",390,15838,15917,40.6102564102564,40.8128205128205
"11430",14727,"",2270,124946,126172,55.0422907488987,55.5823788546256
"11438",14728,"",470,27292,27644,58.068085106383,58.8170212765957
"11446",14729,"",390,19606,19735,50.2717948717949,50.6025641025641
"11454",14731,"",750,57655,58758,76.8733333333333,78.344
"11462",14733,"",1800,79869,80436,44.3716666666667,44.6866666666667
"11470",14735,"",1020,46664,47080,45.7490196078431,46.156862745098
"11478",14736,"",240,12796,12880,53.3166666666667,53.6666666666667
"11486",14737,"",1720,80109,80980,46.575,47.0813953488372
"11494",14738,"",1650,83457,84416,50.58,51.1612121212121
"11502",14739,"",1100,46092,46445,41.9018181818182,42.2227272727273
"11510",14740,"",560,27674,27792,49.4178571428571,49.6285714285714
"11518",14741,"",910,46066,46519,50.621978021978,51.1197802197802
"11526",14743,"",790,37733,38012,47.7632911392405,48.1164556962025
"11534",14744,"",460,23393,23674,50.854347826087,51.4652173913043
"11542",14747,"",1010,44599,45027,44.1574257425743,44.5811881188119
"11550",14748,"",270,11638,11689,43.1037037037037,43.2925925925926
"11558",14750,"",2360,195075,198597,82.6588983050847,84.1512711864407
"11566",14753,"",470,19559,19668,41.6148936170213,41.8468085106383
"11574",14754,"",270,13240,13351,49.037037037037,49.4481481481481
"11582",14755,"",1230,57009,57523,46.3487804878049,46.7666666666667
"11590",14757,"",1440,77766,78787,54.0041666666667,54.7131944444444
"11598",14760,"",8120,422283,426814,52.0052955665025,52.5633004926108
"11606",14767,"",730,33818,34064,46.3260273972603,46.6630136986301
"11614",14769,"",390,16497,16739,42.3,42.9205128205128
"11622",14770,"",1310,67631,68252,51.6267175572519,52.1007633587786
"11630",14772,"",1630,82995,83823,50.9171779141104,51.4251533742331
"11638",14775,"",1100,46664,47008,42.4218181818182,42.7345454545455
"11646",14777,"",280,14093,14186,50.3321428571429,50.6642857142857
"11654",14779,"",2940,122759,123915,41.7547619047619,42.1479591836735
"11662",14781,"",900,42057,42476,46.73,47.1955555555556
"11670",14782,"",940,45002,45412,47.8744680851064,48.3106382978723
"11678",14784,"",390,17370,17498,44.5384615384615,44.8666666666667
"11686",14787,"",2240,112223,113639,50.0995535714286,50.7316964285714
"11694",14801,"",2230,109513,110292,49.1089686098655,49.4582959641256
"11702",14802,"",380,21889,22087,57.6026315789474,58.1236842105263
"11710",14803,"",550,31752,32177,57.7309090909091,58.5036363636364
"11718",14804,"",620,33543,33819,54.1016129032258,54.5467741935484
"11726",14805,"",530,30035,30261,56.6698113207547,57.0962264150943
"11734",14806,"",980,52491,52929,53.5622448979592,54.0091836734694
"11742",14807,"",1360,75412,76349,55.45,56.1389705882353
"11750",14808,"",280,10500,10537,37.5,37.6321428571429
"11758",14809,"",1050,49835,50270,47.4619047619048,47.8761904761905
"11766",14810,"",5040,239595,241591,47.5386904761905,47.9347222222222
"11774",14812,"",1500,75786,76228,50.524,50.8186666666667
"11782",14813,"",1010,49701,50141,49.2089108910891,49.6445544554455
"11790",14814,"",1010,81331,81989,80.5257425742574,81.1772277227723
"11798",14815,"",410,24050,24217,58.6585365853659,59.0658536585366
"11806",14816,"",330,18355,18446,55.6212121212121,55.8969696969697
"11814",14817,"",1300,72217,73408,55.5515384615385,56.4676923076923
"11822",14818,"",900,57572,58158,63.9688888888889,64.62
"11830",14819,"",270,10296,10320,38.1333333333333,38.2222222222222
"11838",14820,"",270,13454,13498,49.8296296296296,49.9925925925926
"11846",14821,"",1510,79185,79735,52.4403973509934,52.8046357615894
"11854",14822,"",470,23227,23463,49.4191489361702,49.9212765957447
"11862",14823,"",1610,80849,81520,50.2167701863354,50.6335403726708
"11870",14824,"",320,16019,16177,50.059375,50.553125
"11878",14825,"",390,17535,17626,44.9615384615385,45.1948717948718
"11886",14826,"",900,44913,45350,49.9033333333333,50.3888888888889
"11894",14830,"",9430,754000,760176,79.9575821845175,80.6125132555673
"11902",14836,"",470,26245,26345,55.8404255319149,56.0531914893617
"11910",14837,"",2210,111211,112663,50.3217194570136,50.9787330316742
"11918",14838,"",880,46563,46839,52.9125,53.2261363636364
"11926",14839,"",300,13467,13531,44.89,45.1033333333333
"11934",14840,"",1500,109501,110753,73.0006666666667,73.8353333333333
"11942",14841,"",430,32580,33107,75.7674418604651,76.993023255814
"11950",14842,"",340,18883,19007,55.5382352941176,55.9029411764706
"11958",14843,"",5650,275319,278085,48.7290265486726,49.2185840707965
"11966",14845,"",10120,736138,743399,72.7409090909091,73.4583992094862
"11974",14846,"",300,13510,13617,45.0333333333333,45.39
"11982",14847,"",1130,60492,61222,53.5327433628319,54.1787610619469
"11990",14850,"",23090,1933580,1964701,83.7410134257254,85.0888263317453
"11998",14853,"",150,5981,5981,39.8733333333333,39.8733333333333
"12006",14855,"",360,15636,15760,43.4333333333333,43.7777777777778
"12014",14858,"",690,41450,41725,60.0724637681159,60.4710144927536
"12022",14859,"",510,25032,25260,49.0823529411765,49.5294117647059
"12030",14860,"",500,25553,25737,51.106,51.474
"12038",14861,"",580,29401,29497,50.6913793103448,50.8568965517241
"12046",14864,"",550,25622,25789,46.5854545454545,46.8890909090909
"12054",14865,"",1160,59137,59682,50.9801724137931,51.45
"12062",14867,"",2690,137827,139243,51.2368029739777,51.7631970260223
"12070",14869,"",600,30544,30815,50.9066666666667,51.3583333333333
"12078",14870,"",4520,387351,390015,85.6971238938053,86.2865044247788
"12086",14871,"",2070,141750,143066,68.4782608695652,69.1140096618358
"12094",14872,"",270,13892,13933,51.4518518518518,51.6037037037037
"12102",14873,"",1030,48058,48418,46.6582524271845,47.0077669902913
"12110",14874,"",100,5195,5215,51.95,52.15
"12118",14877,"",220,9614,9674,43.7,43.9727272727273
"12126",14878,"",320,16263,16430,50.821875,51.34375
"12134",14879,"",970,46836,47162,48.2845360824742,48.620618556701
"12142",14880,"",690,32156,32477,46.6028985507246,47.068115942029
"12150",14881,"",130,7840,7890,60.3076923076923,60.6923076923077
"12158",14882,"",1920,148947,150635,77.5765625,78.4557291666667
"12166",14883,"",1930,99547,100756,51.5787564766839,52.2051813471503
"12174",14884,"",170,8462,8488,49.7764705882353,49.9294117647059
"12182",14885,"",300,11857,11954,39.5233333333333,39.8466666666667
"12190",14886,"",3270,220470,224078,67.4220183486239,68.5253822629969
"12198",14889,"",700,32819,33136,46.8842857142857,47.3371428571429
"12206",14891,"",2050,106202,107362,51.8058536585366,52.3717073170732
"12214",14892,"",3560,176383,178113,49.5457865168539,50.0317415730337
"12222",14894,"",640,29904,30100,46.725,47.03125
"12230",14895,"",3980,237109,239320,59.5751256281407,60.1306532663317
"12238",14897,"",350,18197,18263,51.9914285714286,52.18
"12246",14898,"",580,25608,25731,44.151724137931,44.3637931034483
"12254",14901,"",5270,209709,211393,39.7929791271347,40.1125237191651
"12262",14903,"",3670,240508,243325,65.533514986376,66.3010899182561
"12270",14904,"",6810,266214,268117,39.0916299559471,39.3710719530103
"12278",14905,"",4340,301423,305577,69.4523041474654,70.4094470046083
